Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords
"Obrist D., Pearson C., Webster J., Kane T., Lin C.-J., Aiken G.R., Alpers C.N.",A synthesis of terrestrial mercury in the western United States: Spatial distribution defined by land cover and plant productivity,2016,Science of the Total Environment,568,,,522,535,52,10.1016/j.scitotenv.2015.11.104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953431886&doi=10.1016%2fj.scitotenv.2015.11.104&partnerID=40&md5=bcf3c5ee0ce6fc8f35fc9e30d12628c3,"A synthesis of published vegetation mercury (Hg) data across 11 contiguous states in the western United States showed that aboveground biomass concentrations followed the order: leaves (26 ?g kg? 1) ~ branches (26 ?g kg? 1) &gt; bark (16 ?g kg? 1) &gt; bole wood (1 ?g kg? 1). No spatial trends of Hg in aboveground biomass distribution were detected, which likely is due to very sparse data coverage and different sampling protocols. Vegetation data are largely lacking for important functional vegetation types such as shrubs, herbaceous species, and grasses. Soil concentrations collected from the published literature were high in the western United States, with 12% of observations exceeding 100 ?g kg? 1, reflecting a bias toward investigations in Hg-enriched sites. In contrast, soil Hg concentrations from a randomly distributed data set (1911 sampling points; Smith et al., 2013a) averaged 24 ?g kg? 1 (A-horizon) and 22 ?g kg? 1 (C-horizon), and only 2.6% of data exceeded 100 ?g kg? 1. Soil Hg concentrations significantly differed among land covers, following the order: forested upland &gt; planted/cultivated &gt; herbaceous upland/shrubland &gt; barren soils. Concentrations in forests were on average 2.5 times higher than in barren locations. Principal component analyses showed that soil Hg concentrations were not or weakly related to modeled dry and wet Hg deposition and proximity to mining, geothermal areas, and coal-fired power plants. Soil Hg distribution also was not closely related to other trace metals, but strongly associated with organic carbon, precipitation, canopy greenness, and foliar Hg pools of overlying vegetation. These patterns indicate that soil Hg concentrations are related to atmospheric deposition and reflect an overwhelming influence of plant productivity — driven by water availability — with productive landscapes showing high soil Hg accumulation and unproductive barren soils and shrublands showing low soil Hg values. Large expanses of low-productivity, arid ecosystems across the western U.S. result in some of the lowest soil Hg concentrations observed worldwide. © 2015 Elsevier B.V.",Landscape gradients; Plant pump; Soil pollution; Trace metals; Western North American mercury synthesis; Wnams,Carbon; Coal; Deposition; Ecosystems; Forestry; Fossil fuel power plants; Geothermal energy; Mercury (metal); Meteorological problems; Organic carbon; Plants (botany); Principal component analysis; Productivity; Soils; Trace elements; Vegetation; Above ground biomass; Atmospheric depositions; Coal-fired power plant; Landscape gradients; North American; Trace metal; Western United States; Wnams; Soil pollution; mercury; mercury; atmospheric deposition; land cover; mercury (element); productivity; soil pollution; spatial distribution; trace metal; Article; bioaccumulation; biomass; concentration (parameters); controlled study; land use; landscape; physical chemistry; plant reproduction; precipitation; priority journal; soil analysis; soil pollution; United States; vegetation; water availability; analysis; environmental monitoring; metabolism; plant; soil pollutant; United States; Poaceae; Environmental Monitoring; Mercury; Northwestern United States; Plants; Soil Pollutants; Southwestern United States
"O'Connor J.E., Duda J.J., Grant G.E.",1000 dams down and counting: Dam removals are reconnecting rivers in the United States,2015,Science,348,6234,,496,497,205,10.1126/science.aaa9204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929501305&doi=10.1126%2fscience.aaa9204&partnerID=40&md5=c280f7e85591045b495ee96b90208fc5,[No abstract available],,carbon; fresh water; cooling; dam removal; hydrogeology; river system; Africa; climate change; dam (barrier); dam removal; ecosystem; ecosystem restoration; eel; energy resource; fish; hydropower; mathematical model; national park; nonhuman; Petromyzon; physical model; priority journal; Review; river; sediment; South America; Southeast Asia; United States; watershed; United States
"Reis C.R.G., Pacheco F.S., Reed S.C., Tejada G., Nardoto G.B., Forti M.C., Ometto J.P.",Biological nitrogen fixation across major biomes in Latin America: Patterns and global change effects,2020,Science of the Total Environment,746,,140998,,,17,10.1016/j.scitotenv.2020.140998,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088920433&doi=10.1016%2fj.scitotenv.2020.140998&partnerID=40&md5=374a0e612b6b52c831dfeca34a899742,"Biological nitrogen fixation (BNF) supports terrestrial primary productivity and plays key roles in mediating human-induced changes in global nitrogen (N) and carbon cycling. However, there are still critical uncertainties in our understanding of the amount of BNF occurring across terrestrial ecosystems, and of how terrestrial BNF will respond to global change. We synthesized BNF data from Latin America, a region reported to sustain some of the highest BNF rates on Earth, but that is underrepresented in previous data syntheses. We used meta-analysis and modeling approaches to estimate BNF rates across Latin America's major biomes and to evaluate the potential effects of increased N deposition and land-use change on these rates. Unmanaged tropical and subtropical moist forests sustained observed and predicted total BNF rates of 10 ± 1 and 14 ± 1 kg N ha?1 y?1, respectively, supporting the hypothesis that these forests sustain lower BNF rates than previously thought. Free-living BNF accounted for two-thirds of the total BNF in these forests. Despite an average 30% reduction of free-living BNF in response to experimental N-addition, our results suggest free-living BNF rate responses to current and projected N deposition across tropical and subtropical moist forests are small. In contrast, the conversion of unmanaged ecosystems to crop and pasture lands increased BNF rates across all terrestrial biomes, mostly in savannas, grasslands, and dry forests, increasing BNF rates 2-fold. The information obtained here provides a more comprehensive understanding of BNF patterns for Latin America. © 2020 Elsevier B.V.",Agriculture; Land-use change; Legume; Nitrogen cycle; Nitrogen deposition; Terrestrial ecosystems,Deposition; Ecosystems; Forestry; Land use; Tropics; Biological nitrogen fixations; Carbon cycling; Data synthesis; Land-use change; Potential effects; Primary productivity; Rate response; Terrestrial ecosystems; Nitrogen fixation; biome; carbon cycle; global change; land use change; nitrogen cycle; nitrogen fixation; primary production; controlled study; data synthesis; forest; global change; human; legume; meta analysis; nitrogen cycle; nitrogen deposition; nitrogen fixation; pastureland; review; savanna; South and Central America; ecosystem; forest; South and Central America; Latin America; nitrogen; Ecosystem; Forests; Humans; Latin America; Nitrogen; Nitrogen Fixation
"Rocca J.D., Hall E.K., Lennon J.T., Evans S.E., Waldrop M.P., Cotner J.B., Nemergut D.R., Graham E.B., Wallenstein M.D.",Relationships between protein-encoding gene abundance and corresponding process are commonly assumed yet rarely observed,2015,ISME Journal,9,8,,1693,1699,195,10.1038/ismej.2014.252,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937735251&doi=10.1038%2fismej.2014.252&partnerID=40&md5=a9b4b1a76df4ac4aca3f9df109f448d5,"For any enzyme-catalyzed reaction to occur, the corresponding protein-encoding genes and transcripts are necessary prerequisites. Thus, a positive relationship between the abundance of gene or transcripts and corresponding process rates is often assumed. To test this assumption, we conducted a meta-analysis of the relationships between gene and or transcript abundances and corresponding process rates. We identified 415 studies that quantified the abundance of genes or transcripts for enzymes involved in carbon or nitrogen cycling. However, in only 59 of these manuscripts did the authors report both gene or transcript abundance and rates of the appropriate process. We found that within studies there was a significant but weak positive relationship between gene abundance and the corresponding process. Correlations were not strengthened by accounting for habitat type, differences among genes or reaction products versus reactants, suggesting that other ecological and methodological factors may affect the strength of this relationship. Our findings highlight the need for fundamental research on the factors that control transcription, translation and enzyme function in natural systems to better link genomic and transcriptomic data to ecosystem processes. © 2015 International Society for Microbial Ecology. All rights reserved.",,"abundance; carbon cycle; catalysis; enzyme activity; gene expression; genomics; habitat type; meta-analysis; nitrogen cycle; protein; carbon; nitrogen; biocatalysis; catalysis; ecosystem; gene dosage; gene expression profiling; gene expression regulation; genetic transcription; genetics; meta analysis; metabolism; physiology; Biocatalysis; Carbon; Catalysis; Dosage Compensation, Genetic; Ecosystem; Gene Dosage; Gene Expression Profiling; Gene Expression Regulation, Bacterial; Nitrogen; Transcription, Genetic"
"Rossman S., Yackulic C.B., Saunders S.P., Reid J., Davis R., Zipkin E.F.",Dynamic N-occupancy models: Estimating demographic rates and local abundance from detection-nondetection data,2016,Ecology,97,12,,3300,3307,35,10.1002/ecy.1598,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000783353&doi=10.1002%2fecy.1598&partnerID=40&md5=2d6726159bc9b7a62fe116511bf3b98a,"Occupancy modeling is a widely used analytical technique for assessing species distributions and range dynamics. However, occupancy analyses frequently ignore variation in abundance of occupied sites, even though site abundances affect many of the parameters being estimated (e.g., extinction, colonization, detection probability). We introduce a new model (""dynamic N-occupancy"") capable of providing accurate estimates of local abundance, population gains (reproduction/immigration), and apparent survival probabilities while accounting for imperfect detection using only detection/nondetection data. Our model utilizes heterogeneity in detection based on variations in site abundances to estimate latent demographic rates via a dynamic N-mixture modeling framework. We validate our model using simulations across a wide range of values and examine the data requirements, including the number of years and survey sites needed, for unbiased and precise estimation of parameters. We apply our model to estimate spatiotemporal heterogeneity in abundances of barred owls (Strix varia) within a recently invaded region in Oregon (USA). Estimates of apparent survival and population gains are consistent with those from a nearby radio-tracking study and elucidate how barred owl abundances have increased dramatically over time. The dynamic N-occupancy model greatly improves inferences on individual-level population processes from occupancy data by explicitly modeling the latent population structure. © 2016 by the Ecological Society of America.",Barred owl; Demographic rates; Dynamic; Heterogeneity; Latent; N-mixture model; Occupancy; Species distribution models,"abundance; abundance estimation; data interpretation; demographic survey; heterogeneity; home range; population distribution; population growth; population modeling; population structure; raptor; spatial distribution; species occurrence; survival; Oregon; United States; Strix varia; animal; biological model; ecosystem; owl; physiology; population dynamics; Animals; Ecosystem; Models, Biological; Population Dynamics; Strigiformes"
"Ruhi A., Hwang J., Devineni N., Mukhopadhyay S., Kumar H., Comte L., Worland S., Sankarasubramanian A.","How Does Flow Alteration Propagate Across a Large, Highly Regulated Basin? Dam Attributes, Network Context, and Implications for Biodiversity",2022,Earth's Future,10,6,e2021EF002490,,,1,10.1029/2021EF002490,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132919863&doi=10.1029%2f2021EF002490&partnerID=40&md5=2e121595784eec38ae20bb62b173c8dc,"Large dams are a leading cause of river ecosystem degradation. Although dams have cumulative effects as water flows downstream in a river network, most flow alteration research has focused on local impacts of single dams. Here we examined the highly regulated Colorado River Basin (CRB) to understand how flow alteration propagates in river networks, as influenced by the location and characteristics of dams as well as the structure of the river network—including the presence of tributaries. We used a spatial Markov network model informed by 117 upstream-downstream pairs of monthly flow series (2003–2017) to estimate flow alteration from 84 intermediate-to-large dams representing >83% of the total storage in the CRB. Using Least Absolute Shrinkage and Selection Operator regression, we then investigated how flow alteration was influenced by local dam properties (e.g., purpose, storage capacity) and network-level attributes (e.g., position, upstream cumulative storage). Flow alteration was highly variable across the network, but tended to accumulate downstream and remained high in the main stem. Dam impacts were explained by network-level attributes (63%) more than by local dam properties (37%), underscoring the need to consider network context when assessing dam impacts. High-impact dams were often located in sub-watersheds with high levels of native fish biodiversity, fish imperilment, or species requiring seasonal flows that are no longer present. These three biodiversity dimensions, as well as the amount of dam-free downstream habitat, indicate potential to restore river ecosystems via controlled flow releases. Our methods are transferrable and could guide screening for dam reoperation in other highly regulated basins. © 2022 The Authors. Earth's Future published by Wiley Periodicals LLC on behalf of American Geophysical Union.",Dams; flow regime alteration; freshwater biodiversity; hydro-ecology; river networks,biodiversity; dam construction; ecosystem dynamics; fish; flow pattern; freshwater ecosystem; river; Colorado Basin [North America]
"Schlaepfer D.R., Bradford J.B., Lauenroth W.K., Munson S.M., Tietjen B., Hall S.A., Wilson S.D., Duniway M.C., Jia G., Pyke D.A., Lkhagva A., Jamiyansharav K.",Climate change reduces extent of temperate drylands and intensifies drought in deep soils,2017,Nature Communications,8,,14196,,,205,10.1038/ncomms14196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011311778&doi=10.1038%2fncomms14196&partnerID=40&md5=b6fc43de4b234ac4e33430c814c8edab,"Drylands cover 40% of the global terrestrial surface and provide important ecosystem services. While drylands as a whole are expected to increase in extent and aridity in coming decades, temperature and precipitation forecasts vary by latitude and geographic region suggesting different trajectories for tropical, subtropical, and temperate drylands. Uncertainty in the future of tropical and subtropical drylands is well constrained, whereas soil moisture and ecological droughts, which drive vegetation productivity and composition, remain poorly understood in temperate drylands. Here we show that, over the twenty first century, temperate drylands may contract by a third, primarily converting to subtropical drylands, and that deep soil layers could be increasingly dry during the growing season. These changes imply major shifts in vegetation and ecosystem service delivery. Our results illustrate the importance of appropriate drought measures and, as a global study that focuses on temperate drylands, highlight a distinct fate for these highly populated areas. © The Author(s) 2017.",,climate change; drought stress; ecosystem service; geographical region; growing season; land type; precipitation assessment; soil moisture; temperate environment; temperature gradient; twenty first century; vegetation dynamics; climate change; drought; ecosystem; growing season; health care delivery; soil; vegetation
"Schmadel N.M., Harvey J.W., Alexander R.B., Schwarz G.E., Moore R.B., Eng K., Gomez-Velez J.D., Boyer E.W., Scott D.",Thresholds of lake and reservoir connectivity in river networks control nitrogen removal,2018,Nature Communications,9,1,2779,,,48,10.1038/s41467-018-05156-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050410678&doi=10.1038%2fs41467-018-05156-x&partnerID=40&md5=0662e0d27c4393f829f337a1832299c9,"Lakes, reservoirs, and other ponded waters are ubiquitous features of the aquatic landscape, yet their cumulative role in nitrogen removal in large river basins is often unclear. Here we use predictive modeling, together with comprehensive river water quality, land use, and hydrography datasets, to examine and explain the influences of more than 18,000 ponded waters on nitrogen removal through river networks of the Northeastern United States. Thresholds in pond density where ponded waters become important features to regional nitrogen removal are identified and shown to vary according to a ponded waters' relative size, network position, and degree of connectivity to the river network, which suggests worldwide importance of these new metrics. Consideration of the interacting physical and biological factors, along with thresholds in connectivity, reveal where, why, and how much ponded waters function differently than streams in removing nitrogen, what regional water quality outcomes may result, and in what capacity management strategies could most effectively achieve desired nitrogen loading reduction. © 2018 The Author(s).",,"lake water; nitrogen; river water; nitrogen; lake; nitrogen; pollutant removal; reservoir; river basin; river system; river water; streamwater; threshold; water quality; Article; denitrification; environmental management; lake; river; United States; water quality; water supply; chemistry; denitrification; ecosystem; environmental monitoring; information processing; isolation and purification; lake; nitrogen cycle; river; statistical model; water pollutant; United States; Datasets as Topic; Denitrification; Ecosystem; Environmental Monitoring; Lakes; Models, Statistical; Nitrogen; Nitrogen Cycle; Rivers; United States; Water Pollutants, Chemical"
"Semmens D.J., Diffendorfer J.E., López-Hoffman L., Shapiro C.D.",Accounting for the ecosystem services of migratory species: Quantifying migration support and spatial subsidies,2011,Ecological Economics,70,12,,2236,2242,55,10.1016/j.ecolecon.2011.07.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81155160969&doi=10.1016%2fj.ecolecon.2011.07.002&partnerID=40&md5=da8c64de1b42f75177478ae3234ed3eb,"Migratory species support ecosystem process and function in multiple areas, establishing ecological linkages between their different habitats. As they travel, migratory species also provide ecosystem services to people in many different locations. Previous research suggests there may be spatial mismatches between locations where humans use services and the ecosystems that produce them. This occurs with migratory species, between the areas that most support the species' population viability - and hence their long-term ability to provide services - and the locations where species provide the most ecosystem services. This paper presents a conceptual framework for estimating how much a particular location supports the provision of ecosystem services in other locations, and for estimating the extent to which local benefits are dependent upon other locations. We also describe a method for estimating the net payment, or subsidy, owed by or to a location that balances benefits received and support provided by locations throughout the migratory range of multiple species. The ability to quantify these spatial subsidies could provide a foundation for the establishment of markets that incentivize cross-jurisdictional cooperative management of migratory species. It could also provide a mechanism for resolving conflicts over the sustainable and equitable allocation of exploited migratory species. © 2011.",Conservation markets; Ecosystem services; Migration; Spatial dynamics; Subsidies; Valuation,cost-benefit analysis; ecosystem service; environmental economics; environmental issue; migratory species; population viability analysis; quantitative analysis; spatial distribution; species conservation; subsidy system; valuation
"Singer M.B., Harrison L.R., Donovan P.M., Blum J.D., Marvin-DiPasquale M.",Hydrologic indicators of hot spots and hot moments of mercury methylation potential along river corridors,2016,Science of the Total Environment,568,,,697,711,36,10.1016/j.scitotenv.2016.03.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961223875&doi=10.1016%2fj.scitotenv.2016.03.005&partnerID=40&md5=4610a99f57eb72f5759c26385f216309,"The biogeochemical cycling of metals and other contaminants in river-floodplain corridors is controlled by microbial activity responding to dynamic redox conditions. Riverine flooding thus has the potential to affect speciation of redox-sensitive metals such as mercury (Hg). Therefore, inundation history over a period of decades potentially holds information on past production of bioavailable Hg. We investigate this within a Northern California river system with a legacy of landscape-scale 19th century hydraulic gold mining. We combine hydraulic modeling, Hg measurements in sediment and biota, and first-order calculations of mercury transformation to assess the potential role of river floodplains in producing monomethylmercury (MMHg), a neurotoxin which accumulates in local and migratory food webs. We identify frequently inundated floodplain areas, as well as floodplain areas inundated for long periods. We quantify the probability of MMHg production potential (MPP) associated with hydrology in each sector of the river system as a function of the spatial patterns of overbank inundation and drainage, which affect long-term redox history of contaminated sediments. Our findings identify river floodplains as periodic, temporary, yet potentially important, loci of biogeochemical transformation in which contaminants may undergo change during limited periods of the hydrologic record. We suggest that inundation is an important driver of MPP in river corridors and that the entire flow history must be analyzed retrospectively in terms of inundation magnitude and frequency in order to accurately assess biogeochemical risks, rather than merely highlighting the largest floods or low-flow periods. MMHg bioaccumulation within the aquatic food web in this system may pose a major risk to humans and waterfowl that eat migratory salmonids, which are being encouraged to come up these rivers to spawn. There is a long-term pattern of MPP under the current flow regime that is likely to be accentuated by increasingly common large floods with extended duration. © 2016 Elsevier B.V.",California; Contamination; Flood risk; Food webs; Hyporheic flow; Yuba,"Alkylation; Banks (bodies of water); Biochemistry; Biogeochemistry; Chemical contamination; Contamination; Ecology; Floods; Mercury (metal); Risk assessment; Rivers; Sediments; California; Flood risks; Food webs; Hyporheic; Yuba; River pollution; gold; mercury; methylmercury derivative; monomethylmercury; unclassified drug; mercury; methylmercury derivative; bioavailability; biogeochemical cycle; flooding; floodplain; food web; gold mine; hyporheic zone; mercury (element); methylation; microbial activity; redox conditions; river pollution; Article; biogeochemical cycling; biota; calculation; California; floodplain; food web; hydrology; landscape; methylation; mining; priority journal; probability; river ecosystem; sediment; analysis; chemical model; chemistry; environmental monitoring; flooding; history; hydrology; microbiology; procedures; river; water pollutant; California; United States; Yuba River; Anatidae; Salmonidae; California; Environmental Monitoring; Floods; Gold; History, 20th Century; History, 21st Century; Hydrology; Mercury; Methylation; Methylmercury Compounds; Mining; Models, Chemical; Rivers; Water Pollutants, Chemical"
"Spanbauer T.L., Allen C.R., Angeler D.G., Eason T., Fritz S.C., Garmestani A.S., Nash K.L., Stone J.R., Stow C.A., Sundstrom S.M.",Body size distributions signal a regime shift in a lake ecosystem,2016,Proceedings of the Royal Society B: Biological Sciences,283,1833,20160249,,,39,10.1098/rspb.2016.0249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975271184&doi=10.1098%2frspb.2016.0249&partnerID=40&md5=8b8d8af6bcd118a7b5a4b06959ffdca6,"Communities of organisms, from mammals to microorganisms, have discontinuous distributions of body size. This pattern of size structuring is a conservative trait of community organization and is a product of processes that occur at multiple spatial and temporal scales. In this study, we assessed whether body size patterns serve as an indicator of a threshold between alternative regimes. Over the past 7000 years, the biological communities of Foy Lake (Montana, USA) have undergone a major regime shift owing to climate change. We used a palaeoecological record of diatom communities to estimate diatom sizes, and then analysed the discontinuous distribution of organism sizes over time. We used Bayesian classification and regression tree models to determine that all time intervals exhibited aggregations of sizes separated by gaps in the distribution and found a significant change in diatom body size distributions approximately 150 years before the identified ecosystem regime shift. We suggest that discontinuity analysis is a useful addition to the suite of tools for the detection of early warning signals of regime shifts. © 2016 The Author(s) Published by the Royal Society. All rights reserved.",Body size; Climate change; Palaeoecology; Regime shift; Resilience; Thresholds,body size; climate change; community organization; diatom; ecosystem function; ecosystem resilience; functional change; lake ecosystem; micropaleontology; paleoecology; regression analysis; size distribution; threshold; Foy Lake; Montana; United States; Bacillariophyta; Mammalia; Bayes theorem; body size; climate change; diatom; ecosystem; lake; Montana; physiology; Bayes Theorem; Body Size; Climate Change; Diatoms; Ecosystem; Lakes; Montana
"Stockwell J.D., Doubek J.P., Adrian R., Anneville O., Carey C.C., Carvalho L., De Senerpont Domis L.N., Dur G., Frassl M.A., Grossart H.-P., Ibelings B.W., Lajeunesse M.J., Lewandowska A.M., Llames M.E., Matsuzaki S.-I.S., Nodine E.R., Nõges P., Patil V.P., Pomati F., Rinke K., Rudstam L.G., Rusak J.A., Salmaso N., Seltmann C.T., Straile D., Thackeray S.J., Thiery W., Urrutia-Cordero P., Venail P., Verburg P., Woolway R.I., Zohary T., Andersen M.R., Bhattacharya R., Hejzlar J., Janatian N., Kpodonu A.T.N.K., Williamson T.J., Wilson H.L.",Storm impacts on phytoplankton community dynamics in lakes,2020,Global Change Biology,26,5,,2756,2784,96,10.1111/gcb.15033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082324832&doi=10.1111%2fgcb.15033&partnerID=40&md5=b49b16021316a02a93318c106514eabf,"In many regions across the globe, extreme weather events such as storms have increased in frequency, intensity, and duration due to climate change. Ecological theory predicts that such extreme events should have large impacts on ecosystem structure and function. High winds and precipitation associated with storms can affect lakes via short-term runoff events from watersheds and physical mixing of the water column. In addition, lakes connected to rivers and streams will also experience flushing due to high flow rates. Although we have a well-developed understanding of how wind and precipitation events can alter lake physical processes and some aspects of biogeochemical cycling, our mechanistic understanding of the emergent responses of phytoplankton communities is poor. Here we provide a comprehensive synthesis that identifies how storms interact with lake and watershed attributes and their antecedent conditions to generate changes in lake physical and chemical environments. Such changes can restructure phytoplankton communities and their dynamics, as well as result in altered ecological function (e.g., carbon, nutrient and energy cycling) in the short- and long-term. We summarize the current understanding of storm-induced phytoplankton dynamics, identify knowledge gaps with a systematic review of the literature, and suggest future research directions across a gradient of lake types and environmental conditions. © 2020 The Authors. Global Change Biology published by John Wiley & Sons Ltd",climate change; environmental disturbance; extreme events; functional traits; mixing; nutrients; stability; watershed,community dynamics; environmental conditions; lake ecosystem; phytoplankton; storm; watershed; climate change; ecosystem; lake; phytoplankton; river; Climate Change; Ecosystem; Lakes; Phytoplankton; Rivers
"Sundstrom S.M., Angeler D.G., Barichievy C., Eason T., Garmestani A., Gunderson L., Knutson M., Nash K.L., Spanbauer T., Stow C., Allen C.R.",The distribution and role of functional abundance in cross-scale resilience,2018,Ecology,99,11,,2421,2432,11,10.1002/ecy.2508,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054086807&doi=10.1002%2fecy.2508&partnerID=40&md5=a814a6abc980deadffc3f43e74a737e3,"The cross-scale resilience model suggests that system-level ecological resilience emerges from the distribution of species’ functions within and across the spatial and temporal scales of a system. It has provided a quantitative method for calculating the resilience of a given system and so has been a valuable contribution to a largely qualitative field. As it is currently laid out, the model accounts for the spatial and temporal scales at which environmental resources and species are present and the functional roles species play but does not inform us about how much resource is present or how much function is provided. In short, it does not account for abundance in the distribution of species and their functional roles within and across the scales of a system. We detail the ways in which we would expect species’ abundance to be relevant to the cross-scale resilience model based on the extensive abundance literature in ecology. We also put forward a series of testable hypotheses that would improve our ability to anticipate and quantify how resilience is generated, and how ecosystems will (or will not) buffer recent rapid global changes. This stream of research may provide an improved foundation for the quantitative evaluation of ecological resilience. © 2018 by the Ecological Society of America",abundance; community ecology; cross-scale resilience; functional diversity; macroecology; resilience; scales,ecology; ecosystem; Ecology; Ecosystem
"Sundstrom S.M., Eason T., Nelson R.J., Angeler D.G., Barichievy C., Garmestani A.S., Graham N.A.J., Granholm D., Gunderson L., Knutson M., Nash K.L., Spanbauer T., Stow C.A., Allen C.R.",Detecting spatial regimes in ecosystems,2017,Ecology Letters,20,1,,19,32,43,10.1111/ele.12709,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006364866&doi=10.1111%2fele.12709&partnerID=40&md5=66ef3f0ead95c7b1729afa3cd2260d13,"Research on early warning indicators has generally focused on assessing temporal transitions with limited application of these methods to detecting spatial regimes. Traditional spatial boundary detection procedures that result in ecoregion maps are typically based on ecological potential (i.e. potential vegetation), and often fail to account for ongoing changes due to stressors such as land use change and climate change and their effects on plant and animal communities. We use Fisher information, an information theory-based method, on both terrestrial and aquatic animal data (U.S. Breeding Bird Survey and marine zooplankton) to identify ecological boundaries, and compare our results to traditional early warning indicators, conventional ecoregion maps and multivariate analyses such as nMDS and cluster analysis. We successfully detected spatial regimes and transitions in both terrestrial and aquatic systems using Fisher information. Furthermore, Fisher information provided explicit spatial information about community change that is absent from other multivariate approaches. Our results suggest that defining spatial regimes based on animal communities may better reflect ecological reality than do traditional ecoregion maps, especially in our current era of rapid and unpredictable ecological change. © 2016 John Wiley & Sons Ltd/CNRS",Boundary detection; community change; Fisher information; regime shifts; spatial regimes; spatial resilience,boundary layer; climate change; community dynamics; community structure; ecoregion; information management; land use change; spatial data; Animalia; Aves; animal; animal dispersal; bird; climate change; ecosystem; physiology; zooplankton; Animal Distribution; Animals; Birds; Climate Change; Ecosystem; Zooplankton
"Thenkabail P.S., Mariotto I., Gumma M.K., Middleton E.M., Landis D.R., Huemmrich K.F.",Selection of hyperspectral narrowbands (hnbs) and composition of hyperspectral twoband vegetation indices (HVIS) for biophysical characterization and discrimination of crop types using field reflectance and hyperion/EO-1 data,2013,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,6,2,6507245,427,439,146,10.1109/JSTARS.2013.2252601,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877902845&doi=10.1109%2fJSTARS.2013.2252601&partnerID=40&md5=fcc9d4a496c05d2d201f91be4b6d3fa6,"The overarching goal of this study was to establish optimal hyperspectral vegetation indices (HVIs) and hyperspectral narrowbands (HNBs) that best characterize, classify, model, and map the world's main agricultural crops. The primary objectives were: (1) crop biophysical modeling through HNBs and HVIs, (2) accuracy assessment of crop type discrimination using Wilks' Lambda through a discriminant model, and (3) meta-analysis to select optimal HNBs and HVIs for applications related to agriculture. The study was conducted using two Earth Observing One (EO-1) Hyperion scenes and other surface hyperspectral data for the eight leading worldwide crops (wheat, corn, rice, barley, soybeans, pulses, cotton, and alfalfa) that occupy ? 70% of all cropland areas globally. This study integrated data collected from multiple study areas in various agroecosystems of Africa, the Middle East, Central Asia, and India. Data were collected for the eight crop types in six distinct growth stages. These included (a) field spectroradiometer measurements (350-2500 nm) sampled at 1-nm discrete bandwidths, and (b) field biophysical variables (e.g., biomass, leaf area index) acquired to correspond with spectroradiometer measurements. The eight crops were described and classified using ? 20 HNBs. The accuracy of classifying these 8 crops using HNBs was around 95%, which was ? 25% better than the multi-spectral results possible from Landsat-7's Enhanced Thematic Mapper+ or EO-1's Advanced Land Imager. Further, based on this research and meta-analysis involving over 100 papers, the study established 33 optimal HNBs and an equal number of specific two-band normalized difference HVIs to best model and study specific biophysical and biochemical quantities of major agricultural crops of the world. Redundant bands identified in this study will help overcome the Hughes Phenomenon (or 'the curse of high dimensionality') in hyperspectral data for a particular application (e.g., biophysical characterization of crops). The findings of this study will make a significant contribution to future hyperspectral missions such as NASA's HyspIRI. © 2008-2012 IEEE.",biophysical parameters; broadbands; field reflectance; Hyperion; hyperspectral narrowbands; hyperspectral vegetation indices; HyspIRI; imaging spectroscopy,Biophysical parameters; broadbands; Field reflectance; Hyperion; HyperSpectral; Hyperspectral vegetation indices; HyspIRI; Imaging spectroscopy; Biophysics; NASA; Optimization; Radiometers; Rain; Spectrometers; Crops; accuracy assessment; agricultural ecosystem; biophysics; broadband data; crop; EOS; Hyperion; Landsat thematic mapper; spectral reflectance; spectroscopy; vegetation index; Africa; Central Asia; India; Middle East; Glycine max; Gossypium hirsutum; Hordeum; Hyperion; Medicago sativa; Triticum aestivum; Zea mays
