"collection"	"year"	"title"	"author"	"journal"	"doi"
"NCEAS"	"2014"	"Gelatinous zooplankton biomass in the global oceans: Geographic variation and environmental drivers"	"Lucas, Cathy ; Jones, Daniel ; Hollyhead, Catherine ; Condon, Robert ; Duarte, Carlos ; Graham, William ; Robinson, Kelly ; Pitt, Kylie ; Schildhauer, Mark ; Regetz, James"	"Global Ecology and Biogeography"	"10.1111/geb.12169"
"NCEAS"	"2005"	"Theory for designing nature reserves for single species"	"McCarthy, Michael ; Thompson, Colin ; Possingham, Hugh"	"American Naturalist"	"10.1086/427297"
"NCEAS"	"2015"	"Strengthening confidence in the climate change impact science"	"O'Connor, Mary ; Holding, Johnna ; Kappel, Carrie ; Duarte, Carlos ; Brander, Keith ; Brown, Christopher ; Bruno, John ; Buckley, Lauren ; Burrows, Michael ; Halpern, Benjamin ; Kiessling, Wolfgang ; Moore, Pippa ; Pandolfi, John ; Parmesan, Camille ; Poloczanska, Elvira ; Schoeman, David ; Sydeman, William ; Richardson, Anthony"	"Global Ecology and Biogeography"	"10.1111/geb.12218"
"NCEAS"	"2014"	"Functional trait space and the latitudinal diversity gradient"	"Lamanna, Christine ; Blonder, Benjamin ; Violle, Cyrille ; Kraft, Nathan ; Sandel, Brody ; Simova, Irena ; Donoghue, John ; Svenning, Jens-Christian ; McGill, Brian ; Boyle, Brad ; Buzzard, Vanessa ; Dolins, Steven ; Jørgensen, Peter ; Marcuse-Kubitza, Aaron ; Morueta-Holme, Naia ; Peet, Robert ; Piel, William ; Regetz, James ; Schildhauer, Mark ; Spencer, Nick ; Thiers, Barbara ; Wiser, Susan ; Enquist, Brian"	"Proceedings of the National Academy of Sciences of the United States of America"	"10.1073/pnas.1317722111"
"NCEAS"	"2014"	"The emergence and promise of functional biogeography"	"Violle, Cyrille ; Reich, Peter ; Pacala, Stephen ; Enquist, Brian ; Kattge, Jens"	"Proceedings of the National Academy of Sciences of the United States of America"	"10.1073/pnas.1415442111"
"NCEAS"	"2014"	"The Forest has a story: Cultural ecosystem services in Kona, Hawaii"	"Gould, Rachelle ; Ardoin, Nicole ; Woodside, Ulalia ; Satterfield, Terre ; Hannahs, Neil ; Daily, Gretchen"	"Ecology and Society"	"10.5751/ES-06893-190355"
"NCEAS"	"2014"	"On theory in ecology"	"Marquet, Pablo ; Allen, Andrew ; Browne, James ; Dunne, Jennifer ; Enquist, Brian ; Gillooly, James ; Gowaty, Patty ; Green, Jessica ; Harte, John ; Hubbell, Stephen ; O'Dwyer, James ; Okie, Jordan ; Ostling, Annette ; Ritchie, Mark ; Storch, David ; West, Geoffrey"	"BioScience"	"10.1093/biosci/biu098"
"NCEAS"	"2014"	"Citizen science reveals widespread negative effects of roads on amphibian distributions"	"Cosentino, Brad ; Marsh, David ; Jones, Kara ; Apodaca, Joseph ; Bates, Christopher ; Beach, Jessica ; Beard, Karen ; Becklin, Kelsie ; Bell, Jane ; Crockett, Chris ; Fawson, George ; Fjelsted , Jennifer ; Forys, Elizabeth ; Genet, Kristen ; Grover, Melanie ; Holmes, Jaimie ; Indeck, Katherine  ; Karraker, Nancy ; Kilpatrick, Eran ; Langen, Tom ; Mugel, Stephen ; Molina, Alessandro ; Vonesh, James ; Weaver, Ryan ; Willey, Anisha"	"Biological Conservation"	"10.1016/j.biocon.2014.09.027"
"NCEAS"	"2011"	"Using semantic metadata for discovery and integration of heterogeneous ecological data"	"Leinfelder, Ben ; Bowers, Shawn ; O'Brien, Margaret ; Jones, Matthew ; Schildhauer, Mark"	NA	NA
"NCEAS"	"2015"	"Signatures of nutrient limitation and co-limitation: Responses of autotroph internal nutrient concentrations to nitrogen and phosphorus additions"	"Bracken, Matthew ; Hillebrand, Helmut ; Borer, Elizabeth ; Seabloom, Eric ; Cebrian, Just ; Cleland, Elsa ; Elser, James ; Gruner, Daniel ; Harpole, W. Stanley ; Ngai, Jacqueline ; Smith, Jennifer"	"Oikos"	"10.1111/oik.01215"
"NCEAS"	"2014"	"What matters and why? Ecosystem services and their bundled qualities"	"Klain, Sarah ; Satterfield, Terre ; Chan, Kai"	"Ecological Economics"	"10.1016/j.ecolecon.2014.09.003"
"NCEAS"	"2014"	"An assessment of methods and remote-sensing derived covariates for regional predictions of 1 km daily maximum air temperature"	"Parmentier, Benoit ; McGill, Brian ; Wilson, Adam ; Regetz, James ; Jetz, Walter ; Guralnick, Robert ; Tuanmu, Mao-Ning ; Robinson, Natalie ; Schildhauer, Mark"	"Remote Sensing"	"10.3390/rs6098639"
"NCEAS"	"2014"	"A global 1-km consensus land-cover product for biodiversity and ecosystem modelling"	"Tuanmu, Mao-Ning ; Jetz, Walter"	"Global Ecology and Biogeography"	"10.1111/geb.12182"
"NCEAS"	"2014"	"Learning to coexist with wildfire"	"Moritz, Max ; Batllori, Enric ; Bradstock, Ross ; Gill, Malcolm ; Handmer, John ; Hessburg, Paul ; Leonard, Justin ; McCaffrey, Sarah ; Odion, Dennis ; Schoennagel, Tania ; Syphard, Alexandra"	"Nature"	"10.1038/nature13946"
"NCEAS"	"2014"	"Separating macroecological pattern and process: Comparing ecological, economic, and geological Systems"	"Blonder, Benjamin ; Sloat, Lindsey ; Enquist, Brian ; McGill, Brian"	"PLoS ONE"	"10.1371/journal.pone.0112850"
"NCEAS"	"2015"	"Shifts in trait means and variances in North American tree assemblages: Species richness patterns are loosely related to the functional space"	"Simova, Irena ; Violle, Cyrille ; Kraft, Nathan ; Storch, David ; Svenning, Jens-Christian ; Boyle, Brad ; Donoghue, John ; Jørgensen, Peter ; McGill, Brian ; Morueta-Holme, Naia ; Piel, William ; Peet, Robert ; Regetz, James ; Schildhauer, Mark ; Spencer, Nick ; Thiers, Barbara ; Wiser, Susan ; Enquist, Brian"	"Ecography"	"10.1111/ecog.00867"
"NCEAS"	NA	"Data and modeling infrastructure needs for applying an ecosystem services approach to planning and management nation-wide"	","	NA	NA
"NCEAS"	"2015"	"Stability of Caribbean coral communities quantified by long-term monitoring and autoregression models"	"Gross, Kevin ; Edmunds, Peter"	"Ecology"	"10.1890/14-0941.1"
"NCEAS"	"2015"	"A protocol for eliciting nonmaterial values through a cultural ecosystem services frame"	"Gould, Rachelle ; Klain, Sarah ; Ardoin, Nicole ; Satterfield, Terre ; Woodside, Ulalia ; Hannahs, Neil ; Daily, Gretchen ; Chan, Kai"	"Conservation Biology"	"10.1111/cobi.12407"
"NCEAS"	"2014"	"Curso \"Open Science for Synthesis 2014\""	"Perez-Luque, A. ; Varela, Sara"	"Ecosistemas"	"10.7818/ECOS.2014.23-2.18"
"NCEAS"	"2014"	"Linking human well-being and jellyfish: Ecosystem services, impacts, and societal responses"	"Graham, William ; Gelcich, Stefan ; Robinson, Kelly ; Duarte, Carlos ; Brotz, Lucas ; Purcell, Jennifer ; Madin, Laurence ; Mianzan, Hermes ; Rakow Sutherland, Kelly ; Uye, Shin-ichi ; Pitt, Kylie ; Lucas, Cathy ; Bogeberg, Molly ; Brodeur, Richard ; Condon, Robert"	"Frontiers in Ecology and the Environment"	"10.1890/130298"
"NCEAS"	"2015"	"The differential effects of increasing frequency and magnitude of extreme events on coral populations"	"Fabina, Nicholas ; Baskett, Marissa ; Gross, Kevin"	"Ecological Applications"	"10.1890/14-0273.1"
"NCEAS"	"2015"	"Space to invade? Comparative range infilling and potential range of invasive an native plants"	"Bradley, Bethany ; Early, Regan ; Sorte, Cascade"	"Global Ecology and Biogeography"	"10.1111/geb.12275"
"NCEAS"	"2015"	"Designing efficient surveys: Spatial arrangement of sample points for detection of invasive species"	"Berec, Ludek ; Kean, John ; Epanchin-Niell, Rebecca ; Liebhold, Andrew ; Haight, Robert"	"Biological Invasions"	"10.1007/s10530-014-0742-x"
"NCEAS"	"2015"	"Limited sampling hampers \"big data\" estimation of species richness in a tropical biodiversity hotspot"	"Engemann Jensen, Kristine ; Enquist, Brian ; Sandel, Brody ; Boyle, Brad ; Jørgensen, Peter ; Morueta-Holme, Naia ; Peet, Robert ; Violle, Cyrille ; Svenning, Jens-Christian"	"Ecology and Evolution"	"10.1002/ece3.1405"
"NCEAS"	"2015"	"Patterns and emerging trends in global ocean health"	"Halpern, Benjamin ; Longo, Catherine ; Stewart Lowndes, Julia ; Best, Benjamin ; Frazier, Melanie  ; Katona, Steven ; Kleisner , Kristin ; Rosenberg, Andrew ; Scarborough, Courtney ; Selig, Elizabeth"	"PLoS ONE"	"10.1371/journal.pone.0117863"
"NCEAS"	"2015"	"Using multi-timescale methods ans satellite-derived land surface temperature for the interpolation of daily maximum air temperature in Oregon"	"Parmentier, Benoit ; McGill, Brian ; Wilson, Adam ; Regetz, James ; Jetz, Walter ; Guralnick, Robert ; Tuanmu, Mao-Ning ; Schildhauer, Mark"	"International Journal of Climatology"	"10.1002/joc.4251"
"NCEAS"	"2015"	"The body size dependence of trophic cascades"	"DeLong, John ; Gilbert, Benjamin ; Shurin, Jonathan ; Savage, Van ; Barton, Brandon ; Clements, Christopher ; Dell, Anthony ; Greig, Hamish ; Harley, Chris ; Kratina, Pavel ; McCann, Kevin ; Tunney, Tyler ; Vasseur, David ; O'Connor, Mary"	"American Naturalist"	"10.1086/679735"
"NCEAS"	"2015"	"Ecosystem service trade-offs across global contexts and scales"	"Cavender-Bares, Jeannine ; Balvanera, Patricia ; King, Elizabeth ; Polasky, Stephen"	"Ecology and Society"	"10.5751/ES-07137-200122"
"NCEAS"	"2015"	"A sustainability framework for assessing trade-offs in ecosystem services"	"Cavender-Bares, Jeannine ; Polasky, Stephen ; King, Elizabeth ; Balvanera, Patricia"	"Ecology and Society"	"10.5751/ES-06917-200117"
"NCEAS"	"2015"	"Optimizing nitrogen rates in the midwestern United States for maximum ecosystem value"	"Ewing, Patrick ; Runck, Bryan"	"Ecology and Society"	"10.5751/ES-06767-200118"
"NCEAS"	"2015"	"Plastic waste inputs from land into the ocean"	"Jambeck, Jenna  ; Geyer, Roland  ; Wilcox, Chris ; Siegler, Ted  ; Perryman, Miriam ; Andrady, Anthony  ; Narayan, Ramani  ; Lavender Law, Kara"	"Science Magazine"	"10.1126/science.1260352"
"NCEAS"	"2015"	"Malaria control and senescence: The importance of accounting for the pace and shape of aging in wild mosquitoes"	"Ryan, Sadie ; Ben-Horin, Tal ; Johnson, Leah"	"Ecosphere"	NA
"NCEAS"	"2015"	"Commentary: Reframing the sharing vs sparing debate for tropical forestry landscapes"	"Griscom, Bronson ; Goodman, Rosa"	"Journal of Tropical Forest Science"	NA
"NCEAS"	"2015"	"Trees grow on money: Urban tree canopy cover and environmental justice"	"Schwarz, Kirsten ; Fragkias, Michail ; Boone, Christopher ; Zhou, Weiqi ; McHale, Melissa ; Grove, J. Morgan ; O'Neil-Dunne, Jarlath ; McFadden, Joseph ; Buckley, Geoff ; Childers, Daniel ; Ogden, Laura ; Pincetl, Stephanie ; Pataki, Diane ; Whitmer, Ali ; Cadenasso, Mary"	"PLoS ONE"	"10.1371/journal.pone.0122051"
"NCEAS"	"2015"	"Maternal age effects on Atlantic cod recruitment and implications for future population trajectories"	"Shelton, Andrew ; Hutchings, Jeffrey ; Waples, Robin ; Keith, David ; Akçakaya, H. Resit ; Dulvy, Nick"	"ICES Journal of Marine Science"	"10.1093/icesjms/fsv058"
"NCEAS"	"2015"	"Seabirds, gyres and global trends in plastic pollution"	"van Franeker, Jan ; Lavender Law, Kara"	"Environmental Pollution"	"10.1016/j.envpol.2015.02.034"
"NCEAS"	"2014"	"The tao of open synthesis for ecology"	"Hampton, Stephanie ; Anderson, Sean ; Bagby, Sarah ; Gries, Corinna ; Han, Xueying ; Hart, Edmund ; Jones, Matthew ; Lenhardt, W. Christopher ; MacDonald, Andrew ; Michener, William ; Mudge, Joseph ; Pourmokhtarian, Afshin ; Schildhauer, Mark ; Woo, Kara ; Zimmerman, Naupaka"	"PeerJ"	"10.7287/peerj.preprints.549v1"
"NCEAS"	"2014"	"Embracing thresholds for better environmental management"	"Kelly, Ryan ; Erickson Reineman, Ashley ; Mease, Lindley ; Battista, Willow ; Kittinger, John ; Fujita, Rod"	"Philosophical Transactions of the Royal Society B-Biological Sciences"	"10.1098/rstb.2013.0276"
"NCEAS"	"2015"	"Ecosystems and human well-being in the sustainable development goals"	"Wood, Sylvia ; DeClerck, Fabrice"	"Frontiers in Ecology and the Environment"	"10.1890/1540-9295-13.3.123"
"NCEAS"	"2015"	"Modelling CO2 impacts on forest productivity"	"Hickler, Thomas ; Rammig, Anja ; Werner, Christian"	"Current Forestry Reports"	"10.1007/s40725-015-0014-8"
"NCEAS"	"2015"	"Linking environmental filtering and disequilibrium to biogeography with a community climate framework"	"Blonder, Benjamin ; Nogués-Bravo, David ; Borregaard, Michael ; Donoghue, John ; Jørgensen, Peter ; Kraft, Nathan ; Lessard, Jean-Philippe ; Morueta-Holme, Naia ; Sandel, Brody ; Svenning, Jens-Christian ; Violle, Cyrille ; Rahbek, Carsten ; Enquist, Brian"	"Ecology"	"10.1890/14-0589.1"
"NCEAS"	"2015"	"Linking effects of anthropogenic debris to ecological impacts"	"Browne, Mark ; Underwood, Tony ; Chapman, Gee ; Williams, Rob  ; Thompson, Richard  ; van Franeker, Jan"	"Proceedings of the Royal Society B-Biological Sciences"	"10.1098/rspb.2014.2929"
"NCEAS"	"2015"	"Vegetation classification by two new iterative reallocation optimization algorithms"	"Roberts, David"	"Plant Ecology"	"10.1007/s11258-014-0403-2"
"NCEAS"	"2015"	"A comparison of plot-based, satellite and Earth system model estimates of tropical forest net primary production"	"Cleveland, Cory ; Taylor, Philip ; Chadwick, Katherine ; Dahlin, Kyla ; Doughty, Christopher ; Malhi, Yadvinder ; Smith, William ; Sullivan, Benjamin  ; Wieder, William ; Townsend, Alan"	"Global Biogeochemical Cycles"	"10.1002/2014GB005022"
"NCEAS"	"2015"	"Biodiversity enhances ecosystem multifunctionality across trophic levels and habitats"	"Lefcheck, Jonathan ; Byrnes, Jarrett ; Isbell, Forest ; Gamfeldt, Lars ; Griffin, John ; Eisenhauer, Nico ; Hensel, Marc ; Hector, Andrew ; Cardinale, Bradley ; Duffy, J. Emmett"	"Nature Communications"	"10.1038/ncomms7936"
"NCEAS"	"2014"	"ISEES-WSSI Lessons for sustainable science software from an early career training institute on open science synthesis"	"Lenhardt, W. Christopher ; Ahalt, Stanley ; Jones, Matthew ; Idaszak, Ray ; Aukema, Juliann ; Hampton, Stephanie ; Rebich Hespanha, Stacy ; Schildhauer, Mark"	"Figshare"	"10.6084/m9.figshare.1112560"
"NCEAS"	"2014"	"The gravity of pollination: Integrating at-site features into spatial analysis of contemporary pollen movement"	"Dileo, Michelle ; Siu, Jenna ; Rhodes, Matthew ; Lopez-Villalobos, Adrianna ; Redwine, Angela ; Ksiazek, Kelly ; Dyer, Rodney"	"Molecular Ecology"	"10.1111/mec.12839"
"NCEAS"	"2015"	"Context-dependent conservation responses to emerging wildlife diseases"	"Langwig, Kate ; Voyles, Jamie ; Wilber, Mark ; Frick, Winifred ; Murray, Kris ; Bolker, Benjamin ; Collins, James ; Cheng, Tina ; Fisher, Matthew ; Hoyt, Joseph ; Lindner, Daniel ; McCallum, Hamish ; Puschendorf, Robert ; Rosenblum, Erica Bree ; Toothman, Mary ; Willis, Craig ; Briggs, Cheryl ; Kilpatrick, Auston"	"Frontiers in Ecology and the Environment"	"10.1890/140241"
"NCEAS"	"2002"	"Kelp forest ecosystems: Biodiversity, stability, resilience and future"	"Steneck, Robert ; Graham, Michael ; Bourque, Bruce ; Corbett, Debbie ; Erlandson, Jon ; Estes, James ; Tegner, Mia"	"Environmental Conservation"	"10.1017/S0376892902000322"
"NCEAS"	"2016"	"Abiotic and biotic constraints across reptile and amphibian ranges    "	"Cunningham, Heather  ; Rissler, Leslie ; Buckley, Lauren ; Urban, Mark"	"Ecography"	"10.1111/ecog.01369"
"NCEAS"	"2015"	"Spatial and temporal patterns of stranded intertidal marine debris: Is there a picture of global change?"	"Browne, Mark ; Chapman, Gee ; Thompson, Richard  ; Amaral Zettler, Linda ; Jambeck, Jenna  ; Mallos, Nicholas"	"Environmental Science &amp;amp;amp;amp;amp;amp; Technology"	"10.1021/es5060572"
"NCEAS"	"2007"	"The Kelp highway hypothesis: Marine ecology, the coastal migration theory, and the peopling of the Americas"	"Erlandson, Jon ; Graham, Michael ; Bourque, Bruce ; Corbett, Debbie ; Estes, James ; Steneck, Robert"	"Journal of Island and Coastal Archeaology"	"10.1080/15564890701628612"
"NCEAS"	"2015"	"Estuarine fish communities respond to climate variability over both river and ocean basins"	"Feyrer, Fred ; Cloern, James ; Brown, Larry ; Fish, Maxfield ; Hieb, Kathryn ; Baxter, Randy"	"Global Change Biology"	"10.1111/gcb.12969"
"NCEAS"	"2015"	"Using ecosystem experiments to improve vegetation models"	"Medlyn, Belinda ; Zaehle, Sönke ; De Kauwe, Martin ; Walker, Anthony ; Dietze, Michael ; Hanson, Paul ; Hickler, Thomas ; Jain, Atul ; Luo, Yiqi ; Parton, William ; Prentice, I. Colin ; Thornton, Peter ; Wang, Shusen ; Wang, Ying-Ping ; Weng, Ensheng ; Iversen, Colleen ; McCarthy, Heather ; Warren, Jeffrey ; Oren, Ram ; Norby, Richard"	"Nature Climate Change"	"10.1038/nclimate2621"
"NCEAS"	"2015"	"Time-invariant and stochastic disperser-structured matrix models: Invasion rates of fleshy-fruited exotic shrub"	"Horvitz, Carol ; Koop, A. ; Erickson, Kelley"	"Discrete and Continuous Dynamical Systems-Series B"	"10.3934/dcdsb.2015.20.1639"
"NCEAS"	"2015"	"Tree mortality from drought, insects, and their interactions in a changing climate"	"Anderegg, William ; Hicke, Jeffrey ; Fisher, Rosie ; Allen, Craig ; Aukema, Juliann ; Bentz, Barbara ; Hood, Sharon ; Lichstein, Jeremy ; Macalady, Alison ; McDowell, Nathan ; Pan, Yude ; Raffa, Ken ; Sala, Anna ; Shaw, John ; Stephenson, Nate ; Tague, Christina ; Zeppel, Melanie"	"New Phytologist"	"10.1111/nph.13477"
"NCEAS"	"2015"	"Tree mortality predicted from drought-induced vascular damage"	"Anderegg, William ; Flint, Alan ; Huang, Cho-ying ; Flint, Lorraine ; Berry, Joseph ; Davis, Frank ; Sperry, John ; Field, Christopher"	"Nature Geoscience"	"10.1038/NGEO2400"
"NCEAS"	"2015"	"Principles for managing marine ecosystems prone to tipping points"	"Selkoe, Kimberly ; Blenckner, Thorsten ; Caldwell, Margaret ; Crowder, Larry ; Erickson Reineman, Ashley ; Essington, Timothy ; Estes, James ; Fujita, Rod ; Halpern, Benjamin ; Hunsicker, Mary ; Kappel, Carrie ; Kelly, Ryan ; Kittinger, John ; Levin, Phillip ; Lynham, John ; Mach, Megan ; Martone, Rebecca ; Mease, Lindley ; Salomon, Anne ; Samhouri, Jameal ; Scarborough, Courtney ; Stier, Adrian ; White, Crow ; Zedler, Joy"	"Ecological Society of America"	"10.1890/EHS14-0024.1"
"NCEAS"	"2015"	"Species sorting and patch dynamics in harlequin metacommunities affect the relative importance of environment and space"	"Leibold, Mathew ; Loeuille, Nicolas"	"Ecological Society of America"	"10.1890/14-2354.1"
"NCEAS"	"2015"	"A global, remote sensing-based characterization of terrestrial habitat heterogeneity for biodiversity and ecosystem modelling"	"Tuanmu, Mao-Ning ; Jetz, Walter"	"Global Ecology and Biogeography"	"10.1111/geb.12365"
"NCEAS"	"2015"	"Characterizing driver-response relationships in marine pelagic ecosystems for improved ocean management"	"Hunsicker, Mary ; Kappel, Carrie ; Selkoe, Kimberly ; Halpern, Benjamin ; Scarborough, Courtney ; Mease, Lindley ; Amrhein, Alisan"	"Ecological Society of America"	"10.1890/14-2200"
"NCEAS"	"2015"	"Using community-level metrics to monitor the effects of marine protected areas on biodiversity"	"Soykan, Candan ; Lewison, Rebecca"	"Conservation Biology"	"10.1111/cobi.12445"
"NCEAS"	"2015"	"Geographic variation in plant community structure of salt marshes: Species, functional and phylogenetic perspectives"	"Guo, Hongyu ; Chamberlain, Scott ; Elhaik, Eran ; Jalli, Inder ; Lynes, Alana-Rose ; Marczak, Laurie ; Sabath, Niv ; Vargas, Amy ; Więski, Kazimierz ; Zelig, Emily ; Pennings, Steven"	"PLoS ONE"	"10.1371/journal.pone.0127781"
"NCEAS"	"2015"	"Threat of plastic pollution to seabirds is global, pervasive, and increasing"	"Wilcox, Chris ; Van Sebille, Erik ; Hardesty, Britta"	"Proceedings of the National Academy of Sciences of the United States of America"	"10.1073/pnas.1502108112"
"NCEAS"	"2016"	"Gene flow and natural selection shape spatial patterns of genes in tree population: Implication for evolutionary processes and applications"	"Sork, Victoria"	"Evolutionary Applications"	"10.1111/eva.12316"
"NCEAS"	"2015"	"A minimal model of fire-vegetation feedbacks and disturbance stochasticity generates alternative stable states in grassland-shrubland-woodlands systems"	"Batllori, Enric ; Ackerly, David ; Moritz, Max"	"Environmental Research Letters"	"10.1088/1748-9326/10/3/034018"
"NCEAS"	"2015"	"Marine biodiversity and ecosystem functioning: What's known and what's next?"	"Gamfeldt, Lars ; Lefcheck, Jonathan ; Byrnes, Jarrett ; Cardinale, Bradley ; Duffy, J. Emmett ; Griffin, John"	"Oikos"	"10.1111/oik.01549"
"NCEAS"	"2015"	"Building coral reef resilience through assisted evolution"	"van Oppen, Madeleine ; Oliver, James ; Putnam, Hollie ; Gates, Ruth"	"Proceedings of the National Academy of Sciences"	"10.1073/pnas.1422301112"
"NCEAS"	"2015"	"Metabolic theory predicts whole-ecosystem properties"	"Schramski, John ; Dell, Anthony ; Grady, John ; Sibly, Richard ; Brown, James"	"Proceedings of the National Academy of Sciences"	"10.1073/pnas.1423502112"
"NCEAS"	"2015"	"Dispersal dynamics in food webs"	"Melian, Carlos ; Krivan, Vlastimil ; Altermatt, Florian ; Stary, Petr ; Pellissier, Loic ; de Laender, Frederik"	"American Naturalist"	"10.5061/dryad.06bb5"
"NCEAS"	"2014"	"Linking the green and brown worlds: The prevalence and effect of multichannel feeding in food webs"	"Wolkovich, Elizabeth ; Allesina, Stefano ; Cottingham, Kathryn ; Moore, John ; Sandin, Stuart ; Mazancourt, Claire de"	"Ecological Society of America"	"10.1890/13-1721.1"
"NCEAS"	"2014"	"A top-down regional assessment of urban greenhouse gas emissions in Europe"	"Marcotullio, Peter ; Sarzynski, Andrea ; Albrecht, Jochen ; Schulz, Niels"	"Ambio"	"10.1007/s13280-013-0467-6"
"NCEAS"	"2014"	"Shifting regimes and changing interactions in the Lake Washington, U.S.A., plankton community from 1962-1994"	"Francis, Tessa ; Wolkovich, Elizabeth ; Scheuerell, Mark ; Katz, Stephen ; Holmes, Elizabeth ; Hampton, Stephanie"	"PLoS ONE"	"10.1371/journal.pone.0110363"
"NCEAS"	"2014"	"Phenology and productivity of C3 and C4 grasslands in Hawaii"	"Pau, Stephanie ; Still, Christopher"	"PLoS ONE"	"10.1371/journal.pone.0107396"
"NCEAS"	"2014"	"Unexpected phenological responses of butterflies to the interaction of urbanization and geographic temperature"	"Diamond, Sarah ; Cayton, Heather ; Wepprich, Tyson ; Jenkins, Clinton ; Dunn, Robert ; Haddad, Nicholas ; Ries, Leslie"	"Ecology"	"10.1890/13-1848.1"
"NCEAS"	"2014"	"Effects of overlapping generations on linkage disequilibrium estimates of effective population size"	"Waples, Robin ; Antao, Tiago ; Luikart, Gordon"	"Genetics"	"10.1534/genetics.114.164822"
"NCEAS"	"2014"	"Comprehensive ecosystem model-data synthesis using multiple data sets at two temperate forest free-air CO2 enrichment experiments: Model performance at ambient CO2 concentration"	"Walker, Anthony ; Hanson, Paul  ; De Kauwe, Martin ; Medlyn, Belinda ; Zaehle, Sönke ; Asao, Shinichi ; Dietze, Michael ; Hickler, Thomas ; Huntingford, Chris ; Iversen, Colleen ; Jain, Atul ; Lomas, Mark ; Luo, Yiqi ; McCarthy, Heather ; Parton, William ; Prentice, I. Colin ; Thornton, Peter ; Wang, Shusen ; Wang, Ying-Ping ; Warlind, David ; Weng, Ensheng ; Warren, Jeffrey ; Woodward, F. ; Oren, Ram ; Norby, Richard"	"Journal of Geophysical Research: Biogeosciences"	"10.1002/2013JG002553"
"NCEAS"	"2014"	"Functional and phylogenetic similarity of alien plants to co-occurring natives"	"Ordonez, Alejandro"	"Ecology"	"10.1890/13-1002.1"
"NCEAS"	"2014"	"Restoration ecology: Ecological fidelity, restoration metrics, and a systems perspective"	"Weinstein, Michael ; Litvin, Steven ; Krebs, Justin"	"Ecological Engineering"	"10.1016/j.ecoleng.2013.03.001"
"NCEAS"	"2014"	"Re-defining recovery: A generalized framework for assessing species recovery"	"Westwood, Alana ; Reuchlin-Hugenholtz, Emilie ; Keith, David"	"Biological Conservation"	"10.1016/j.biocon.2014.02.031"
"NCEAS"	"2014"	"The cost of gypsy moth sex in the city"	"Bigsby, Kevin ; Ambrose, Mark ; Tobin, Patrick ; Sills, Erin"	"Urban Forestry &amp;amp; Urban Greening"	"10.1016/j.ufug.2014.05.003"
"NCEAS"	"2013"	"Eutrophication reverses whole-lake carbon budgets"	"Pacheco, Felipe ; Roland, Fabio ; Downing, John"	"Inland Waters"	"10.5268/iw-4.1.614"
"NCEAS"	"2015"	"Hunting, food subsidies, and mesopredator release: The dynamics of crop-raiding baboons in a managed landscape"	"Taylor, Rachel ; Ryan, Sadie ; Brashares, Justin ; Johnson, Leah"	"Ecology"	"10.1890/15-0885.1"
"NCEAS"	"2015"	"Trade-offs in ecosystem services and varying stakeholder preferences: Evaluating conflicts, obstacles, and opportunities"	"King, Elizabeth ; Cavender-Bares, Jeannine ; Balvanera, Patricia ; Mwampamba, Tuyeni  ; Polansky, Stephen"	"Ecology and Society"	"10.5751/ES-07822-200325"
"NCEAS"	"2015"	"Cheaters must prosper: Reconciling theoretical and empirical perspectives on cheating in mutualism"	"Jones, Emily ; Afkhami, Michelle ; Akçay, Erol ; Bronstein, Judith ; Bshary, Redouan ; Frederickson, Megan ; Heath, Katy  ; Hoeksema, Jason ; Ness, Josh ; Pankey, Sabrina ; Porter, Stephanie ; Sachs, Joel ; Scharnagl, Klara  ; Friesen, Maren"	"Ecology Letters"	"10.1111/ele.12507"
"NCEAS"	"2015"	"Integrating regional conservation priorities for multiple objectives into national policy"	"Beger, Maria ; McGowan, Jennifer ; Treml, Eric ; Green, Alison ; White, Alan ; Wolff, Nicholas ; Klein, Carissa ; Mumby, Peter ; Possingham, Hugh"	"Nature Communications"	"10.1038/ncomms9208"
"NCEAS"	"2015"	"Using large public datasets in the undergraduate ecology classroom"	"Langen, Tom ; Mourad, Teresa ; Grant, Bruce ; Gram, Wendy ; Abraham, Barbara ; Fernandez-del-Viso, Denny ; Carroll, Marnie ; Nuding, Amelia ; Balch, Jennifer ; Rodriguez, Josephine ; Hampton, Stephanie"	"Frontiers in Ecology and the Environment"	"10.1890/1540-9295-12.6.362"
"NCEAS"	"2015"	"Heating up a cold subject: Prospects for under-ice plankton research in lakes"	"Hampton, Stephanie ; Moore, Marianne ; Ozersky, Ted ; Stanley, Emily ; Polashenski, Christopher ; Galloway, Aaron"	"Journal of Plankton Research"	"10.1093/plankt/fbv002"
"NCEAS"	"2016"	"Climate velocity and the future global redistribution of marine biodiversity"	"Molinos, Jorge Garcia  ; Halpern, Benjamin ; Schoeman, David ; Brown, Christopher ; Kiessling, Wolfgang ; Moore, Pippa ; Pandolfi, John ; Poloczanska, Elvira ; Richardson, Anthony ; Burrows, Michael"	"Nature Climate Change"	"10.1038/NCLIMATE2769"
"NCEAS"	"2016"	"The ecological impacts of marine debris: Unraveling the demonstrated evidence from what is perceived"	"Rochman, Chelsea  ; Browne, Mark ; Underwood, Tony ; van Franeker, Jan ; Thompson, Richard  ; Amaral Zettler, Linda"	"Ecological Society of America"	"10.1890/14-2070.1"
